,Posted On,"Bedrooms, Halls, Kitchens",Rental Price,Size (ft2),Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Number of Bathrooms,Point of Contact
4035,2022-07-06,2,20000,950,Super Area,Masab Tank,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4036,2022-07-02,2,15000,800,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4037,2022-05-06,2,10000,1090,Super Area,"Hyder Shah Kote, Chevella Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4038,2022-07-09,3,15000,1450,Carpet Area,Bandari Layout,Hyderabad,Semi-Furnished,Family,3,Contact Owner
4039,2022-07-07,2,19800,1070,Carpet Area,KPHB Road,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4040,2022-05-06,2,8500,60,Super Area,"Gulmohar Park Colony, Serilingampally",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4042,2022-07-10,1,8500,900,Carpet Area,in Trimulgherry,Hyderabad,Unfurnished,Family,1,Contact Owner
4043,2022-05-16,1,4500,60,Super Area,"Hayathnagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4044,2022-06-10,2,9000,600,Super Area,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4045,2022-07-10,1,13000,750,Carpet Area,Hyderaguda-Attapur,Hyderabad,Semi-Furnished,Family,1,Contact Owner
4046,2022-07-06,2,18000,900,Super Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4047,2022-07-04,3,26000,1800,Carpet Area,filmnagar. hydrabad,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4048,2022-05-20,1,17000,470,Super Area,Kondapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Agent
4049,2022-05-06,2,9000,720,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4050,2022-05-12,1,8000,450,Super Area,"Somajiguda, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4051,2022-07-06,2,10000,600,Super Area,Madhura Nagar-Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4052,2022-06-26,2,12000,1100,Super Area,"Hyder Shah Kote, Chevella Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4053,2022-06-27,2,14000,1300,Super Area,IAS Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4054,2022-06-25,2,25000,1500,Super Area,Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4055,2022-07-05,2,22000,1200,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4056,2022-05-29,4,45000,3000,Super Area,Hitech City,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner
4057,2022-06-26,3,20000,2000,Carpet Area,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4058,2022-06-14,2,16000,800,Super Area,"Lakdikapul, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4059,2022-07-08,3,35000,1000,Carpet Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4060,2022-05-12,2,15000,1200,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4061,2022-06-18,1,5500,400,Super Area,"Ramanthapur, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Builder
4062,2022-06-04,3,35000,1250,Carpet Area,"Somajiguda, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4063,2022-07-04,1,14000,700,Carpet Area,"Chanda Naik Nagar, Madhapur",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4064,2022-07-06,2,25000,1100,Super Area,"Alkapur Township, Hyderabad",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4065,2022-06-06,4,36000,2050,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4066,2022-07-06,2,20000,1428,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Semi-Furnished,Family,2,Contact Agent
4067,2022-05-22,3,30000,1700,Carpet Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Furnished,Family,3,Contact Agent
4068,2022-07-02,2,12000,1140,Super Area,"Kismatpur, Outer Ring Road",Hyderabad,Semi-Furnished,Family,2,Contact Owner
4069,2022-05-22,2,16000,1000,Super Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
4070,2022-06-03,2,13000,1160,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4071,2022-07-05,3,22000,3000,Carpet Area,sri sai arcade madinaguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4072,2022-07-06,1,15000,450,Super Area,Madhapur,Hyderabad,Unfurnished,Family,1,Contact Agent
4073,2022-05-06,3,14000,1540,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4074,2022-05-06,2,8000,1000,Super Area,"Saroornagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4075,2022-07-06,3,57000,1417,Carpet Area,Nanakaramguda,Hyderabad,Furnished,Bachelors,3,Contact Agent
4076,2022-05-31,3,1200,2100,Carpet Area,"Uppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
4077,2022-07-08,2,8000,550,Carpet Area,Ram nagar,Hyderabad,Unfurnished,Bachelors,1,Contact Owner
4078,2022-05-18,3,15000,1600,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4079,2022-07-10,2,17000,1200,Super Area,"Madinaguda, Hafeezpet, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4080,2022-06-18,2,12000,500,Super Area,"Saidabad Colony, Sayeedabad",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4081,2022-06-17,3,25000,1300,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4082,2022-06-25,2,13000,600,Super Area,Ramchandrapuram Mandal,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4083,2022-06-25,3,35000,1565,Carpet Area,"KMR Estates, Serilingampally",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
4084,2022-07-06,1,6500,350,Super Area,Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4085,2022-06-03,2,11000,1100,Super Area,"Padmanabha Nagar, Mehdipatnam",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4086,2022-05-12,2,25000,1200,Super Area,Vijay nagar colony m,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4087,2022-06-03,3,35000,2000,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Family,3,Contact Owner
4088,2022-05-25,3,27000,2200,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4089,2022-07-06,3,18000,1400,Super Area,Toli Chowki,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4090,2022-05-06,3,20000,1950,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4091,2022-05-16,2,8500,130,Carpet Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4092,2022-06-10,2,14000,1300,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4093,2022-06-09,3,35000,1675,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4094,2022-07-06,2,16000,1135,Super Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4095,2022-05-12,3,20000,1800,Super Area,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4096,2022-06-14,3,18000,1400,Super Area,Attapur,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
4098,2022-05-12,2,10000,950,Super Area,"Bolarum, Medchal Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4099,2022-05-12,2,12000,650,Super Area,Begumpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4100,2022-06-24,1,5300,100,Carpet Area,in 1-71/1/a,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4101,2022-05-25,2,11000,950,Carpet Area,IDA Uppal,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4102,2022-06-10,2,12000,1000,Carpet Area,"New Nagole Colony, Kothapet",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4103,2022-06-06,2,12000,900,Carpet Area,Gwachiwali,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4104,2022-05-29,3,20000,1800,Carpet Area,Trimulgherry,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4105,2022-07-02,2,13000,1000,Super Area,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4106,2022-05-09,3,22000,1800,Super Area,"Hyder Shah Kote, Chevella Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4107,2022-05-12,2,15000,1000,Super Area,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4108,2022-05-12,1,5400,450,Super Area,Jeedimetla,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4109,2022-05-28,3,16500,1771,Super Area,Bandam Kommu,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4110,2022-06-29,2,12000,1150,Carpet Area," in Erragadda, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4111,2022-06-22,2,8500,1000,Super Area,Musheerabad,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4112,2022-05-08,2,14000,1050,Carpet Area,Attapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
4113,2022-06-08,3,15000,1500,Carpet Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4114,2022-05-12,2,6000,750,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4115,2022-05-12,2,14000,1100,Super Area,Mehdipatnam,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4116,2022-06-29,2,15000,800,Super Area,Road no 3 banjara hills hyderabad 500035,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4117,2022-07-02,3,37000,150,Carpet Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors,3,Contact Agent
4118,2022-06-30,1,6500,750,Super Area,"Bapu Nagar, Lakdikapul",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4119,2022-05-20,2,10000,600,Super Area,Borabanda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4120,2022-05-25,2,12000,1080,Super Area,"Habsiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4121,2022-04-28,2,12000,1100,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4122,2022-05-17,2,9000,750,Super Area,Alwal,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4123,2022-07-10,3,60000,2405,Super Area,"Khaja Guda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors,4,Contact Agent
4124,2022-04-30,2,18000,1248,Carpet Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4125,2022-06-02,2,14000,1110,Carpet Area,Dhulapally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4126,2022-07-10,3,50000,2300,Carpet Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
4127,2022-07-08,2,17000,1000,Carpet Area,"Madinaguda, Hafeezpet, NH 9",Hyderabad,Furnished,Bachelors,2,Contact Owner
4128,2022-05-06,2,9000,800,Super Area,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4130,2022-06-22,1,7500,500,Super Area,"Saroornagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4131,2022-05-15,2,14000,950,Carpet Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4132,2022-07-06,2,14000,1374,Super Area,Trimulgherry,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4133,2022-04-30,1,10000,1300,Carpet Area,Khanapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
4134,2022-05-25,2,17000,1150,Super Area,Abhyudaya Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4135,2022-07-02,1,6500,450,Carpet Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner
4136,2022-05-06,2,10000,927,Super Area,Bachupally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4137,2022-06-25,3,22000,1500,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4138,2022-07-06,2,15000,1200,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4139,2022-05-29,2,12000,1200,Super Area,Patelguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4140,2022-07-06,3,52000,2800,Carpet Area,"Kokapet, Outer Ring Road",Hyderabad,Furnished,Family,3,Contact Agent
4141,2022-05-06,1,6500,562,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4142,2022-06-19,2,20000,1500,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4143,2022-05-06,3,25000,1950,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4144,2022-07-10,3,14000,1360,Super Area,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors,2,Contact Owner
4145,2022-06-25,3,25000,1800,Super Area,Prashanth hills,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4146,2022-05-31,2,12500,950,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4147,2022-07-05,2,12000,780,Carpet Area,Sri BALAJI CLASSIC BHAVANI NAGAR RD NO 5,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4148,2022-06-10,1,10000,500,Super Area,"Khairatabad, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4149,2022-05-18,2,17000,1050,Super Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4150,2022-07-10,1,15500,600,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent
4151,2022-05-29,3,65000,1800,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
4152,2022-07-06,3,60000,1800,Carpet Area,Gachibowli,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Agent
4153,2022-07-06,3,45000,1900,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent
4154,2022-06-18,2,10500,1100,Super Area,"Safilguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4155,2022-05-24,2,9000,200,Super Area,BHEL,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4156,2022-05-06,3,20000,1400,Super Area,Nawab Saheb Kunta,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4157,2022-07-06,2,20000,1200,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent
4158,2022-05-06,3,18000,1600,Super Area,"Quthbullapur, NH 7",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
4159,2022-05-06,2,12000,1150,Super Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4160,2022-05-06,2,12000,130,Super Area,"Subhash Nagar, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4162,2022-04-30,3,28000,1720,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4163,2022-04-30,1,6000,500,Super Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4164,2022-06-14,2,12500,1200,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4165,2022-05-06,4,31000,2400,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner
4166,2022-05-25,2,7000,800,Super Area,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4167,2022-06-24,2,22000,1300,Super Area,"Basheer Bagh, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4168,2022-04-30,2,17500,1400,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4169,2022-06-04,2,14000,650,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4170,2022-06-12,2,9500,103,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4171,2022-04-30,1,7000,950,Super Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4172,2022-05-06,3,15000,1500,Super Area,RTC Colony-Chandanagar,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4173,2022-06-30,3,15000,1550,Carpet Area," in Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4174,2022-07-06,2,10000,140,Super Area,"Sivarampalli, Hyderabad Expressway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4175,2022-07-06,3,14000,1800,Super Area,Kanchan Bagh,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4177,2022-05-12,1,5500,500,Super Area,Vikas Nagar-Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4178,2022-05-12,2,14000,800,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4179,2022-05-20,2,10000,800,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4180,2022-05-12,2,10000,1300,Super Area,"Safilguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4181,2022-05-12,2,13000,600,Super Area,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4182,2022-05-12,3,20000,1000,Super Area,Toli Chowki,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4183,2022-06-10,3,25000,1000,Carpet Area,OU Colony-Shaikpet,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4184,2022-05-12,1,7500,500,Super Area,"Janachaitanya colony, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4186,2022-05-01,2,12000,1100,Carpet Area,"Gangaram, Chandanagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4187,2022-07-03,2,9500,1100,Carpet Area,"Kanaka Durga Colony, Gudimalkapur",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4188,2022-05-06,2,12000,200,Carpet Area,railway employees housing colony Bollarum,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4189,2022-05-25,2,10000,1800,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Family,2,Contact Owner
4190,2022-07-08,2,8000,190,Super Area,Gurramguda balaj homes p no 4,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4191,2022-07-02,3,16000,1350,Super Area,Saidabad,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4192,2022-07-06,2,12333,1200,Super Area,Alwal,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4193,2022-06-19,1,9500,400,Carpet Area,"Bharat Nagar, Moosapet",Hyderabad,Unfurnished,Bachelors,1,Contact Owner
4194,2022-07-06,2,16000,1200,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4195,2022-04-30,3,20000,1400,Super Area,"Saidabad Colony, Sayeedabad",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4196,2022-06-10,3,14000,1300,Carpet Area,Rock Town Colony,Hyderabad,Unfurnished,Bachelors,3,Contact Owner
4197,2022-07-01,1,7500,400,Carpet Area,"DNM Colony, Sanath Nagar",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4198,2022-06-06,1,13900,650,Super Area,Suraram,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4199,2022-04-30,1,5500,500,Super Area,Vidyanagar,Hyderabad,Unfurnished,Bachelors,1,Contact Owner
4200,2022-04-30,2,9000,875,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4201,2022-06-24,1,4700,850,Super Area," in Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4202,2022-05-06,3,30000,1730,Super Area,Nalagandla,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4203,2022-05-31,3,16500,1500,Carpet Area,Kompally,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner
4204,2022-06-29,3,24000,1600,Carpet Area,Akkineni Homes Yousufguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4205,2022-06-18,2,9500,900,Super Area,"Peerzadiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4206,2022-06-19,2,12000,925,Super Area,"Chandanagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4207,2022-07-06,2,15000,1500,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4208,2022-06-21,3,22500,1600,Carpet Area,Tarnaka,Hyderabad,Semi-Furnished,Family,3,Contact Owner
4209,2022-06-29,3,32000,1300,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent
4210,2022-05-29,2,10000,1200,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4211,2022-06-14,2,13000,133,Super Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4212,2022-07-06,2,7000,950,Super Area,Rampally,Hyderabad,Unfurnished,Family,2,Contact Owner
4213,2022-05-12,3,12000,1200,Super Area,Santosh Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4214,2022-05-12,2,7500,950,Super Area,Kothapet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4215,2022-07-06,2,15000,1095,Super Area,"Gundlapochampally, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4216,2022-07-06,1,8000,400,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4217,2022-06-17,3,25000,2210,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3,Contact Owner
4218,2022-06-11,3,26000,1450,Super Area,Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
4219,2022-05-12,3,15000,192,Super Area,"Bolarum, Medchal Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4220,2022-07-06,1,3000,80,Super Area,Rhoda Mistri Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4221,2022-05-25,2,12500,1315,Super Area,Aminpur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4222,2022-07-06,3,42000,1600,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
4223,2022-05-07,2,20000,1450,Super Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4224,2022-07-06,3,40000,1900,Carpet Area,Film Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
4225,2022-07-06,3,45000,2600,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
4226,2022-05-12,1,8500,450,Super Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4227,2022-06-01,2,15000,1000,Super Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4228,2022-05-20,2,9000,100,Super Area,Chanchalguda,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4229,2022-05-12,2,14000,1100,Super Area,"Old Malakpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4230,2022-05-25,2,11000,1200,Super Area,"Troop Bazaar, Koti",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4231,2022-05-16,2,10000,1400,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4232,2022-06-02,3,55000,2000,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent
4233,2022-07-02,2,10000,1070,Carpet Area,HMT Swarnapuri Colony,Hyderabad,Unfurnished,Family,2,Contact Owner
4234,2022-05-16,2,25000,1450,Carpet Area,Camelot Layout,Hyderabad,Unfurnished,Family,2,Contact Owner
4235,2022-05-16,2,27000,1230,Super Area,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4236,2022-06-22,2,12000,1000,Super Area,LIG Colony,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner
4237,2022-05-25,2,16000,1200,Super Area,Chintalakunta,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4238,2022-05-12,2,8000,150,Super Area,Osman Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4239,2022-06-22,2,14000,850,Super Area,Serilingampally,Hyderabad,Semi-Furnished,Family,2,Contact Owner
4240,2022-06-10,2,10000,1300,Super Area,Nagaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4242,2022-06-22,2,16000,1250,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4243,2022-05-25,1,6000,100,Super Area,Borabanda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4244,2022-06-24,3,26000,1550,Carpet Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4245,2022-07-03,2,13000,1300,Carpet Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4246,2022-06-13,3,28000,1600,Carpet Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
4247,2022-06-22,2,8500,1200,Super Area,Medipally,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4248,2022-06-22,2,12500,1200,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4249,2022-06-22,3,25000,1970,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
